	SRR21492517_R1_filtered.fastq.gz	SRR21492518_R1_filtered.fastq.gz	SRR21492519_R1_filtered.fastq.gz	SRR21492520_R1_filtered.fastq.gz	SRR21492521_R1_filtered.fastq.gz	SRR21492522_R1_filtered.fastq.gz	SRR21492523_R1_filtered.fastq.gz	SRR21492524_R1_filtered.fastq.gz	SRR21492525_R1_filtered.fastq.gz	SRR21492526_R1_filtered.fastq.gz	SRR21492527_R1_filtered.fastq.gz	SRR21492528_R1_filtered.fastq.gz	SRR21492529_R1_filtered.fastq.gz	SRR21492530_R1_filtered.fastq.gz	SRR21492531_R1_filtered.fastq.gz	SRR21492532_R1_filtered.fastq.gz	SRR21492533_R1_filtered.fastq.gz	SRR21492534_R1_filtered.fastq.gz	SRR21492535_R1_filtered.fastq.gz	SRR21492536_R1_filtered.fastq.gz	SRR21492537_R1_filtered.fastq.gz	SRR21492538_R1_filtered.fastq.gz	SRR21492539_R1_filtered.fastq.gz	SRR21492540_R1_filtered.fastq.gz	SRR21492541_R1_filtered.fastq.gz	SRR21492542_R1_filtered.fastq.gz	SRR21492543_R1_filtered.fastq.gz	SRR21492544_R1_filtered.fastq.gz	SRR21492545_R1_filtered.fastq.gz	SRR21492546_R1_filtered.fastq.gz	SRR21492547_R1_filtered.fastq.gz	SRR21492548_R1_filtered.fastq.gz	SRR21492549_R1_filtered.fastq.gz	SRR21492550_R1_filtered.fastq.gz	SRR21492551_R1_filtered.fastq.gz
ASV_849	0	20	21	0	0	0	16	23	14	24	18	0	0	0	18	13	0	0	29	0	10	0	0	9	15	11	31	21	32	0	25	0	0	0	0
ASV_850	15	59	13	0	0	0	0	0	0	53	70	0	18	0	0	11	0	0	0	0	0	0	0	0	24	0	0	24	0	0	0	62	0	0	0
ASV_851	0	10	27	0	0	0	0	57	0	15	27	0	0	10	0	0	18	0	0	7	0	25	0	0	35	0	0	30	10	40	0	9	29	0	0
ASV_852	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	144	0	75	0	0	0	0	0	39	0	0	43	0	0	0	0
ASV_853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	123	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
ASV_854	0	9	0	0	0	0	150	0	0	0	0	0	0	0	0	0	42	0	68	0	11	0	0	28	0	14	0	13	12	0	0	0	0	0	0
ASV_855	27	0	28	0	0	0	85	0	0	0	0	0	82	0	47	0	0	0	0	18	26	0	0	0	13	19	0	0	0	0	0	0	0	0	0
ASV_856	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_857	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	40	149	58	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_858	62	17	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	16	0	0	0	0	85	0	8	7	19	47	0	0	0	0	0	0
ASV_859	41	18	31	0	0	0	43	0	21	7	0	0	0	11	69	0	0	0	0	49	0	0	0	0	0	7	46	0	0	0	0	0	0	0	0
ASV_860	17	0	0	0	0	0	0	0	11	0	0	0	0	61	0	0	0	42	0	0	0	0	0	0	0	0	156	0	22	0	0	33	0	0	0
ASV_861	0	0	63	0	0	0	0	76	0	34	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	51	0	0	0
ASV_862	0	101	0	0	0	0	0	0	38	22	34	0	0	0	0	0	16	0	0	61	0	0	8	32	0	0	0	0	0	29	0	0	0	0	0
ASV_863	0	0	16	0	0	0	27	0	37	0	0	0	23	10	12	61	38	24	0	0	7	0	0	24	0	14	0	19	8	0	21	0	0	0	0
ASV_864	22	11	10	0	0	0	16	26	11	11	20	0	0	11	0	22	15	0	0	0	0	0	0	12	0	57	34	16	13	24	0	0	9	0	0
ASV_865	20	0	24	0	0	0	0	8	0	23	15	0	0	6	0	0	0	0	0	38	0	0	0	0	0	12	0	61	101	7	6	14	0	0	5
ASV_866	0	0	0	0	0	0	0	47	62	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	54	0	0	0	53	0	77	0	0	0
ASV_867	115	0	0	0	0	0	0	42	73	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_868	0	0	0	0	0	0	32	64	0	0	54	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	114	0	0	0	0
ASV_869	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	14	0	0	0
ASV_870	0	0	23	0	0	0	29	0	0	13	0	0	0	0	0	150	0	73	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0
ASV_871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0
ASV_872	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0	3	0	0	8	0	0	0	0	0	0	0
ASV_873	0	0	0	0	0	0	0	0	0	14	0	0	147	0	0	0	0	25	0	0	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_874	43	29	29	0	0	0	5	15	9	0	40	0	0	0	28	0	0	7	20	8	0	0	0	9	0	0	0	13	47	0	12	0	21	0	0
ASV_875	7	10	27	0	0	0	0	40	9	17	11	0	34	11	0	70	0	0	0	0	69	0	0	19	0	0	11	0	0	0	0	0	0	0	0
ASV_876	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	150	0	0	0	0	0
ASV_877	21	82	0	0	0	0	8	0	0	21	0	0	0	21	20	0	0	0	0	18	9	0	0	0	0	22	53	41	0	0	14	4	0	0	0
ASV_878	22	6	0	0	0	0	15	0	8	33	14	0	0	11	0	0	13	0	22	15	0	12	7	24	0	21	16	14	26	25	0	19	11	0	0
ASV_879	0	26	0	0	0	0	24	13	0	21	33	0	0	44	0	0	0	19	0	15	0	21	0	14	0	31	0	23	0	50	0	0	0	0	0
ASV_880	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	44	0	37	6	0	20	0	10	32	18	0	42	65	0	0	0	0	0	0
ASV_881	0	0	0	0	0	0	0	0	0	0	31	0	25	0	34	0	0	171	0	28	0	0	0	0	0	0	0	20	21	0	0	0	0	0	0
ASV_882	0	36	0	0	0	0	0	11	8	0	0	0	0	0	0	25	0	12	27	0	0	34	0	13	0	0	29	0	87	27	7	0	13	0	0
ASV_883	39	11	0	0	0	0	0	17	25	23	18	0	0	0	10	8	7	0	16	0	41	0	0	0	0	17	21	0	19	22	0	14	19	0	0
ASV_884	20	42	37	0	0	0	7	0	0	0	0	0	15	0	14	0	0	16	0	32	18	0	0	19	0	0	16	0	6	15	24	30	16	0	0
ASV_885	0	0	0	0	0	0	0	0	0	0	77	0	0	41	0	0	0	0	0	0	0	0	0	0	59	51	32	0	0	0	0	0	67	0	0
ASV_886	0	29	0	0	0	0	0	0	0	0	0	0	0	0	51	22	0	0	0	0	0	0	0	9	27	0	0	0	13	0	22	109	44	0	0
ASV_887	0	0	5	0	0	0	0	0	51	0	69	0	10	0	0	0	13	0	0	35	11	0	0	0	17	0	0	0	0	115	0	0	0	0	0
ASV_888	0	0	0	0	0	0	0	24	0	0	0	0	0	87	0	55	53	0	0	60	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0
ASV_889	24	0	0	0	0	0	12	21	0	0	0	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	10	0	0	0	12	0	0
ASV_890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	81	0	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_891	0	0	0	0	0	0	40	25	0	0	0	0	0	17	0	18	40	27	0	28	0	0	0	0	0	77	16	0	0	0	14	0	22	0	0
ASV_892	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	17	0	0	0	0	81	0	0	45	0	0	0	0	0	0	0	0
ASV_893	17	25	19	0	0	0	11	38	0	9	32	0	19	0	29	7	0	0	0	0	0	0	0	7	12	38	0	0	0	0	0	45	12	0	0
ASV_894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	75	53	62	0	0	0
ASV_895	0	12	17	0	0	0	19	0	0	10	0	0	0	0	25	24	13	0	0	36	0	13	0	7	14	24	0	11	14	0	21	40	19	0	0
ASV_896	0	0	0	0	0	0	62	0	0	0	0	0	82	0	0	0	36	67	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0
ASV_897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	41	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_898	39	11	13	0	0	0	0	20	0	0	0	0	0	15	58	0	27	6	16	8	0	0	0	10	0	29	0	0	21	14	17	0	12	0	0
ASV_899	23	0	0	0	0	0	18	0	12	0	0	0	0	0	24	0	9	10	0	0	21	0	0	23	0	26	38	0	35	41	0	9	27	0	0
ASV_900	0	0	31	0	0	0	0	0	0	0	0	0	0	0	32	36	38	0	0	0	25	0	0	0	0	70	0	0	0	0	0	51	33	0	0
ASV_901	0	0	0	0	0	0	8	5	0	0	0	0	0	24	0	23	23	32	15	0	64	14	0	10	0	18	17	0	8	0	17	38	0	0	0
ASV_902	0	0	0	0	0	0	0	0	0	10	0	0	306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_903	57	39	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	25	0	29	38	0	0	0	0	0	10	0	0
ASV_904	0	0	0	0	0	0	63	0	0	0	0	0	20	47	0	0	0	26	0	0	0	0	0	39	0	0	39	0	52	0	0	0	28	0	0
ASV_905	20	0	51	0	0	0	0	49	0	13	0	0	0	0	0	26	0	0	0	0	23	0	0	0	41	0	0	0	0	0	0	90	0	0	0
ASV_906	9	0	0	0	0	0	9	5	9	5	18	0	0	39	0	5	17	0	28	9	21	26	0	6	11	40	24	0	8	20	0	0	4	0	0
ASV_907	22	0	21	0	0	0	8	11	31	15	11	0	6	34	15	0	6	0	0	85	0	18	2	0	18	0	9	0	0	0	0	0	0	0	0
ASV_908	0	14	0	0	0	0	67	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	105	41	0	0	44	0	0	0	0	0
ASV_909	0	0	0	0	0	0	126	0	0	0	0	0	37	70	0	22	0	18	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0
ASV_910	0	0	0	0	0	0	34	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	95	0	0
ASV_911	0	0	0	0	0	0	0	0	15	0	0	0	0	0	47	0	57	31	0	58	0	0	0	34	0	28	28	0	0	12	0	0	0	0	0
ASV_912	0	0	19	0	0	0	34	0	0	0	20	0	0	0	41	39	66	0	0	17	15	0	0	9	0	34	0	0	0	0	0	0	15	0	0
ASV_913	0	0	0	0	0	0	2	0	0	3	0	0	0	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_914	19	8	9	0	0	0	15	0	31	0	28	0	19	0	39	8	35	0	0	5	12	7	0	20	0	9	7	4	0	23	0	0	8	0	0
ASV_915	0	17	0	0	0	0	33	41	11	15	0	0	0	24	23	0	0	0	20	16	0	0	0	0	0	26	18	17	0	30	14	0	0	0	0
ASV_916	0	0	64	0	0	0	51	0	14	28	0	0	0	0	0	0	11	0	0	32	0	0	0	0	45	0	38	13	0	0	9	0	0	0	0
ASV_917	0	0	0	0	0	0	25	0	9	0	0	0	0	0	31	33	8	0	0	0	0	0	0	0	0	0	99	0	0	98	0	0	0	0	0
ASV_918	0	50	0	0	0	0	60	0	0	42	0	0	0	0	0	0	23	0	32	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0
ASV_919	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	18	0	0	0	109	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0
ASV_920	41	0	43	0	0	0	17	0	0	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	113	8	41	0	0	10	0	11	0	0	0
ASV_921	0	38	34	0	0	0	20	63	19	35	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	37	0	0	0	0	35	0	0
ASV_922	0	15	0	0	0	0	0	18	0	32	62	0	0	0	0	0	28	0	45	0	0	0	0	24	0	50	26	0	0	0	0	0	0	0	0
ASV_923	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	121	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0
ASV_924	14	0	20	0	0	0	0	29	0	3	0	0	68	16	0	0	0	94	0	0	31	0	0	0	0	8	0	0	0	3	0	13	0	0	0
ASV_925	0	0	0	7	0	0	0	0	76	0	0	0	0	0	0	0	0	0	85	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0
ASV_927	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	13	146	35	0	0	0	0	0	37	0	0	8	0	31	0	0	0
ASV_928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	32	0	7	0	0	0	0	0	0	227	0	0	0	0	0	0
ASV_929	143	0	0	0	0	0	0	11	24	0	0	0	0	0	0	33	0	14	0	0	0	0	0	18	0	0	54	0	0	0	0	0	0	0	0
ASV_930	0	0	0	0	0	0	0	0	83	22	0	0	27	0	0	19	0	20	0	11	0	0	0	73	0	0	0	39	0	0	0	0	0	0	0
ASV_931	14	23	0	0	0	0	0	0	11	0	0	0	5	26	12	0	0	0	14	61	58	17	0	9	17	15	9	0	0	0	0	0	0	0	0
ASV_932	0	29	0	0	0	0	28	0	22	21	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_933	25	6	9	0	0	0	2	0	3	14	0	4	0	13	4	0	20	9	0	24	7	0	0	7	19	22	21	0	0	35	5	34	7	0	0
ASV_934	0	0	0	0	0	0	71	0	45	0	0	0	34	0	33	0	0	0	0	0	0	5	0	34	24	0	0	0	43	0	0	0	0	0	0
ASV_935	12	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	14	0	0	126	0	0	0	5	0	100	0	9	9	0	0	0	0	0	0
ASV_936	0	61	35	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0
ASV_937	34	91	0	0	0	0	0	0	0	0	17	0	0	0	12	0	10	0	47	6	0	0	0	0	36	0	0	0	20	0	0	0	0	14	0
ASV_938	34	21	3	0	0	0	15	8	14	13	18	0	0	15	6	0	16	0	6	11	11	13	0	5	0	19	13	0	10	26	0	0	9	0	0
ASV_939	44	0	24	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0
ASV_940	34	0	19	0	0	0	0	46	0	19	0	0	41	0	0	0	0	0	0	63	0	0	0	0	37	0	0	0	0	0	0	27	0	0	0
ASV_941	139	0	0	0	0	0	25	0	0	24	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_943	0	0	35	0	0	0	34	0	13	16	0	0	0	0	0	0	28	58	0	44	17	0	0	0	0	37	0	0	0	0	0	0	0	0	0
ASV_944	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	9	114	0	0	0	0	0	0	29	0	56	0	23	18	0	20	0	0	0	0
ASV_945	0	0	0	0	0	0	26	0	0	0	0	0	27	0	0	0	0	0	0	54	0	22	0	0	0	0	0	33	117	0	0	0	0	3	0
ASV_946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	105	46	84	0	0	0	0	0	0
ASV_947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0
ASV_948	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	9	0	42	19	0	0	0	18	0	35	0	0	49	0	0	31	0	0
ASV_949	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_950	0	41	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	27	15	26	0	63	0	78	21	0	0	0	0	0	0	0	0
ASV_951	0	8	0	0	0	0	0	0	0	15	14	0	0	0	19	14	0	0	23	21	24	6	0	0	21	9	19	9	0	17	21	15	24	0	0
ASV_952	0	17	0	0	0	0	49	0	0	45	82	0	0	19	0	0	0	0	0	29	13	0	0	0	0	14	0	10	0	0	0	0	0	0	0
ASV_953	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	68	36	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0
ASV_954	0	13	15	0	0	0	0	0	22	11	0	0	0	0	0	16	0	0	0	0	7	0	0	14	0	10	0	0	0	109	7	0	53	0	0
ASV_955	0	17	0	0	0	0	67	0	0	0	0	0	0	0	132	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_956	0	0	18	0	0	0	15	20	27	0	0	0	0	0	0	57	0	26	0	10	0	0	0	0	0	0	13	11	34	0	18	10	18	0	0
ASV_957	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	42	0	0	0	0	0	0	0	0	11	0	0	0	0	0	23	56	0	0
ASV_958	27	10	0	0	0	0	25	35	0	18	14	0	0	0	0	0	6	0	0	0	8	0	0	19	10	25	0	0	15	26	0	16	22	0	0
ASV_959	0	0	23	0	0	0	25	13	32	0	35	0	0	0	0	0	0	23	0	43	0	0	0	14	0	0	28	0	0	0	0	0	39	0	0
ASV_960	48	0	0	0	0	0	19	32	0	22	33	0	0	0	0	0	0	0	0	26	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0
ASV_961	23	0	0	0	0	0	11	7	10	6	8	0	9	4	7	10	0	0	4	60	6	8	0	3	8	33	16	2	2	9	7	0	19	0	0
ASV_962	0	0	0	0	0	0	12	0	4	0	0	0	135	0	38	0	0	0	0	0	21	0	0	0	0	0	7	0	12	0	0	42	0	0	0
ASV_963	0	0	0	0	0	0	0	0	48	0	0	0	0	63	0	0	0	0	0	56	0	0	0	0	0	50	0	0	0	0	0	53	0	0	0
ASV_964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	96	0	0	80	0	39	0	0	0	0
ASV_965	10	16	6	0	0	0	8	16	8	32	14	0	0	14	9	0	11	5	0	6	0	11	0	4	4	29	10	0	19	14	7	7	9	0	0
ASV_966	22	6	7	0	0	0	9	0	0	0	0	0	0	0	15	18	21	13	0	0	0	0	0	5	0	11	52	14	7	0	38	20	11	0	0
ASV_967	0	10	4	18	0	5	0	13	2	7	0	12	0	3	0	9	0	6	13	4	14	12	3	0	2	0	7	0	0	3	7	2	9	104	0
ASV_968	0	0	46	0	0	0	0	20	0	0	22	0	0	0	80	0	0	7	15	0	0	0	0	0	0	0	51	0	0	0	28	0	0	0	0
ASV_969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	32	0	0	33	0	0	0	0	0	0	0	0
ASV_970	0	24	14	0	0	0	33	0	23	0	0	0	0	0	39	0	37	0	0	0	0	52	0	0	23	7	0	14	0	0	0	0	0	0	0
ASV_971	0	0	12	0	0	0	4	11	0	0	9	0	0	0	0	0	156	0	0	0	0	0	0	0	7	0	0	0	0	9	0	23	35	0	0
ASV_972	0	0	0	0	0	0	0	0	0	18	0	0	0	0	25	51	19	15	15	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0
ASV_973	0	3	0	0	0	0	0	0	0	0	16	0	33	20	0	0	72	0	0	0	49	0	0	0	0	11	61	0	0	0	0	0	0	0	0
ASV_974	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_975	0	0	0	0	0	0	0	30	0	0	0	0	68	0	0	17	0	45	0	0	0	0	0	0	0	0	22	0	0	25	27	31	0	0	0
ASV_976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	134	64	0	0	0	0	0	0	0	0
ASV_977	27	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	32	0	0	116	0	0	0	0	31	23	0	0	0	0	0	0	0	0
ASV_978	0	0	0	0	0	0	0	0	0	0	0	0	215	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	87	37	0	0	0	0	0	76	0	0	0	39	0	0	0	0	0	0	0
ASV_980	6	66	11	0	0	0	0	13	0	9	26	0	0	0	5	0	2	4	21	0	0	0	0	8	4	18	12	9	19	9	5	0	15	0	0
ASV_981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0	98	0	0	0	0	0	0	0	17	0	0	12	0	0	0	0
ASV_982	6	0	15	0	0	0	0	5	2	9	5	0	51	17	2	5	40	20	0	5	11	10	0	3	0	4	0	0	37	5	8	0	0	0	0
ASV_983	8	0	0	0	0	0	17	17	0	35	8	0	0	9	16	7	0	0	89	0	0	21	0	0	5	5	5	0	0	14	3	0	0	0	0
ASV_984	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	11	81	0	0	0	0	0	15	0	23	23	0	0	0	0	0	0
ASV_985	0	24	48	0	0	0	0	0	0	0	0	0	0	53	0	0	26	0	0	66	0	26	0	0	0	0	15	0	0	0	0	0	0	0	0
ASV_986	0	16	0	0	0	0	0	43	0	20	9	0	0	16	0	0	7	4	17	10	3	14	0	10	0	34	6	0	19	20	0	0	8	0	0
ASV_987	0	3	0	0	0	0	19	0	14	0	3	0	0	0	14	63	32	0	0	0	0	0	0	29	7	0	0	16	33	0	18	0	5	0	0
ASV_988	18	12	0	0	0	0	5	13	0	9	21	0	5	0	0	0	6	0	14	0	7	7	0	5	8	26	15	7	13	24	13	7	20	0	0
ASV_989	0	0	0	0	0	0	0	9	0	13	23	0	32	6	0	85	10	25	0	0	0	0	0	32	0	0	10	0	0	0	0	10	0	0	0
ASV_990	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	108	0	0	0	0	0
ASV_991	17	0	0	0	0	0	0	0	0	0	0	0	132	0	29	0	0	0	0	25	0	0	0	0	0	6	0	0	0	0	0	44	0	0	0
ASV_992	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	17	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_993	0	0	0	0	0	0	0	0	0	0	0	0	78	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	185	0	0	0	0	0
ASV_995	5	20	0	0	0	0	8	13	6	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	26	78	0	0	7	0	3	74	0	0
ASV_996	29	0	0	0	0	0	14	18	0	13	0	0	0	0	0	9	13	0	0	0	0	0	0	24	16	16	0	0	0	43	0	13	41	0	0
ASV_997	17	27	0	0	0	0	14	13	0	17	16	0	0	0	0	8	0	0	26	0	0	0	0	9	0	0	20	21	17	17	0	12	15	0	0
ASV_998	16	12	0	0	0	0	0	28	0	11	0	0	0	0	0	0	52	0	61	0	0	17	0	0	0	0	0	0	0	33	18	0	0	0	0
ASV_999	16	0	0	0	0	0	0	0	0	44	11	0	0	0	32	0	0	18	0	0	0	0	0	18	0	38	0	0	0	13	32	0	26	0	0
ASV_1000	0	12	0	0	0	0	0	0	18	16	56	0	0	0	30	0	6	8	0	0	0	0	0	0	0	25	14	21	42	0	0	0	0	0	0
ASV_1001	0	0	0	0	0	0	0	5	0	0	7	0	0	5	0	46	0	0	10	13	0	0	0	17	0	64	20	0	8	0	21	9	23	0	0
ASV_1002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	103	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0
ASV_1004	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1005	15	12	21	0	0	0	0	0	0	12	14	0	0	28	0	0	0	0	15	19	11	19	0	0	0	28	41	0	0	0	0	0	12	0	0
ASV_1006	0	31	8	0	0	0	8	0	0	13	7	0	0	0	28	0	11	0	37	0	3	17	0	8	0	0	0	15	29	10	0	11	11	0	0
ASV_1007	0	0	0	0	0	0	29	56	29	0	0	0	0	0	49	0	0	0	53	0	0	0	0	0	0	0	15	0	0	16	0	0	0	0	0
ASV_1008	28	0	0	0	0	0	0	0	23	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	34	0	110	0	0	0	0	0	0
ASV_1009	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	59	54	0	0	0	0	0	0	15	0	0	0	26	0	0	0	21	0	0	0
ASV_1010	12	0	15	0	0	0	0	15	15	10	37	0	0	0	0	14	17	12	12	0	37	0	0	0	0	0	0	0	18	10	5	0	15	0	0
ASV_1011	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	24	19	0	0	0	0	17	23	71	31	0	0
ASV_1012	10	0	0	0	0	0	11	8	0	0	18	0	0	23	26	0	0	12	0	8	0	11	0	16	0	0	31	7	23	39	0	0	0	0	0
ASV_1013	11	12	9	0	0	0	14	0	13	0	0	0	0	0	23	0	0	41	0	0	5	0	0	0	20	49	0	0	0	0	11	23	12	0	0
ASV_1014	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	49	0	41	0	23	0	13	0	26	0	0	0	0	0	0	0	0	0
ASV_1015	9	15	0	0	0	0	10	30	16	18	19	0	0	0	0	0	0	0	0	0	0	10	0	11	27	31	14	0	17	0	0	15	0	0	0
ASV_1016	7	0	12	0	0	0	19	14	0	7	20	0	0	0	0	6	7	5	6	0	23	0	0	15	12	8	11	0	12	15	16	21	6	0	0
ASV_1017	0	0	42	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	7	0	20	0	0	0	0	0	0	0	0	0
ASV_1018	0	0	25	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0
ASV_1019	0	0	187	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1020	0	0	17	0	0	0	0	24	0	16	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	24	0	73	0	0	43	0	0
ASV_1021	17	27	0	0	0	0	7	12	17	9	45	0	0	0	14	14	0	0	13	0	0	0	0	14	0	0	0	15	0	24	11	0	0	0	0
ASV_1022	4	22	10	0	0	0	33	12	5	8	10	0	0	0	0	0	11	0	0	8	0	7	0	6	17	29	10	18	6	15	0	0	8	0	0
