	SRR17060816_R1_filtered.fastq.gz	SRR17060817_R1_filtered.fastq.gz	SRR17060818_R1_filtered.fastq.gz	SRR17060819_R1_filtered.fastq.gz	SRR17060820_R1_filtered.fastq.gz	SRR17060821_R1_filtered.fastq.gz	SRR17060824_R1_filtered.fastq.gz	SRR17060830_R1_filtered.fastq.gz	SRR17060831_R1_filtered.fastq.gz	SRR17060832_R1_filtered.fastq.gz	SRR17060833_R1_filtered.fastq.gz	SRR17060834_R1_filtered.fastq.gz	SRR17060835_R1_filtered.fastq.gz	SRR17060836_R1_filtered.fastq.gz	SRR17060837_R1_filtered.fastq.gz	SRR17060838_R1_filtered.fastq.gz	SRR17060846_R1_filtered.fastq.gz	SRR17060847_R1_filtered.fastq.gz
ASV_950	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0
ASV_951	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
ASV_952	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0
ASV_953	0	0	0	0	0	0	0	0	0	0	0	24	0	0	12	0	0	0
ASV_954	0	0	0	0	0	0	0	0	0	0	0	22	0	0	14	0	0	0
ASV_955	0	0	0	0	0	0	0	0	0	0	0	20	0	0	16	0	0	0
ASV_956	0	0	0	0	0	0	0	0	0	0	0	19	0	0	17	0	0	0
ASV_957	0	0	0	0	0	0	0	0	0	0	0	8	0	0	28	0	0	0
ASV_958	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0
ASV_959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0
ASV_960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0
ASV_961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	25
ASV_962	20	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_963	15	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
ASV_964	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_965	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0
ASV_966	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
ASV_967	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0
ASV_968	0	0	0	0	0	0	0	0	0	0	0	23	0	0	12	0	0	0
ASV_969	0	0	0	0	0	0	0	0	0	0	0	20	0	0	15	0	0	0
ASV_970	0	0	0	0	0	0	0	0	0	0	0	12	0	0	23	0	0	0
ASV_971	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0
ASV_972	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0
ASV_973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0
ASV_974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0
ASV_975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35
ASV_976	0	0	0	6	0	0	0	0	0	13	0	0	15	0	0	0	0	0
ASV_977	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_978	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
ASV_979	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0
ASV_980	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0
ASV_981	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0
ASV_982	0	0	0	0	0	0	0	0	0	0	0	27	0	0	7	0	0	0
ASV_983	0	0	0	0	0	0	0	0	0	0	0	18	0	0	16	0	0	0
ASV_984	0	0	0	0	0	0	0	0	0	0	0	18	0	0	16	0	0	0
ASV_985	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0
ASV_986	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0
ASV_987	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0
ASV_988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0
ASV_989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34
ASV_990	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_991	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_992	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_993	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_994	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_995	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0
ASV_996	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0
ASV_997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0
ASV_998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33
ASV_999	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1000	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1001	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1002	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0
ASV_1003	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0
ASV_1004	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0
ASV_1005	0	0	0	0	0	0	0	0	0	10	0	22	0	0	0	0	0	0
ASV_1006	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
ASV_1007	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0
ASV_1008	0	0	0	0	0	0	0	0	0	0	0	19	0	0	13	0	0	0
ASV_1009	0	0	0	0	0	0	0	0	0	0	0	18	0	0	14	0	0	0
ASV_1010	0	0	0	0	0	0	0	0	0	0	0	17	0	0	15	0	0	0
ASV_1011	0	0	0	0	0	0	0	0	0	0	0	14	0	0	18	0	0	0
ASV_1012	0	0	0	0	0	0	0	0	0	0	0	12	0	0	20	0	0	0
ASV_1013	0	0	0	0	0	0	0	0	0	0	0	11	0	0	21	0	0	0
ASV_1014	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0
ASV_1015	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0
ASV_1016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0
ASV_1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0
ASV_1018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0
ASV_1019	0	0	0	19	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV_1020	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0
ASV_1021	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0
ASV_1022	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0
ASV_1023	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0
ASV_1024	0	0	0	0	0	0	0	0	0	0	0	21	0	0	10	0	0	0
ASV_1025	0	0	0	0	0	0	0	0	0	0	0	20	0	0	11	0	0	0
ASV_1026	0	0	0	0	0	0	0	0	0	0	0	20	0	0	11	0	0	0
ASV_1027	0	0	0	0	0	0	0	0	0	0	0	17	0	0	14	0	0	0
ASV_1028	0	0	0	0	0	0	0	0	0	0	0	16	0	0	15	0	0	0
ASV_1029	0	0	0	0	0	0	0	0	0	0	0	16	0	0	15	0	0	0
ASV_1030	0	0	0	0	0	0	0	0	0	0	0	13	0	0	18	0	0	0
ASV_1031	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0
ASV_1032	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0
ASV_1033	24	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1034	23	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1035	6	0	4	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1036	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1037	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1038	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
ASV_1039	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0
ASV_1040	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0
ASV_1041	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0
ASV_1042	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0
ASV_1043	0	0	0	0	0	0	0	0	0	0	0	21	0	0	9	0	0	0
ASV_1044	0	0	0	0	0	0	0	0	0	0	0	16	0	0	14	0	0	0
ASV_1045	0	0	0	0	0	0	0	0	0	0	0	14	0	0	16	0	0	0
ASV_1046	0	0	0	0	0	0	0	0	0	0	0	14	0	0	16	0	0	0
ASV_1047	0	0	0	0	0	0	0	0	0	0	0	12	0	0	18	0	0	0
ASV_1048	0	0	0	0	0	0	0	0	0	0	0	11	0	0	19	0	0	0
ASV_1049	0	0	0	0	0	0	0	0	0	0	0	11	0	0	19	0	0	0
ASV_1050	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0
ASV_1051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
ASV_1052	7	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1053	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1054	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0
ASV_1055	0	0	0	0	0	0	0	0	0	22	0	7	0	0	0	0	0	0
ASV_1056	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0
ASV_1057	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0
ASV_1058	0	0	0	0	0	0	0	0	0	0	0	17	0	0	12	0	0	0
ASV_1059	0	0	0	0	0	0	0	0	0	0	0	13	0	0	16	0	0	0
ASV_1060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0
ASV_1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0
ASV_1062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0
ASV_1063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0
ASV_1064	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1065	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1066	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1067	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1068	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1069	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0
ASV_1070	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
ASV_1071	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0
ASV_1072	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0
ASV_1073	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0
ASV_1074	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0
ASV_1075	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0
ASV_1076	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0
ASV_1077	0	0	0	0	0	0	0	0	0	0	0	16	0	0	12	0	0	0
ASV_1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0
ASV_1079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0
ASV_1080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0
ASV_1081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0
ASV_1082	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1083	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1084	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1085	0	0	0	11	0	0	0	0	0	0	0	0	16	0	0	0	0	0
ASV_1086	0	0	0	10	0	0	0	0	0	0	0	0	17	0	0	0	0	0
ASV_1087	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0
ASV_1088	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0
ASV_1089	0	0	0	0	0	0	0	0	0	0	0	17	0	0	10	0	0	0
ASV_1090	0	0	0	0	0	0	0	0	0	0	0	14	0	0	13	0	0	0
ASV_1091	0	0	0	0	0	0	0	0	0	0	0	10	0	0	17	0	0	0
ASV_1092	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0
ASV_1093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0
ASV_1094	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1095	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1096	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1097	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0
ASV_1098	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0
ASV_1099	0	0	0	0	0	0	0	0	0	13	0	13	0	0	0	0	0	0
ASV_1100	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0
ASV_1101	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0
ASV_1102	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
ASV_1103	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
ASV_1104	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
ASV_1105	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
ASV_1106	0	0	0	0	0	0	0	0	0	0	0	13	0	0	13	0	0	0
ASV_1107	0	0	0	0	0	0	0	0	0	0	0	9	0	0	17	0	0	0
ASV_1108	0	0	0	0	0	0	0	0	0	0	0	5	0	0	21	0	0	0
ASV_1109	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0
ASV_1110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0
ASV_1111	18	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1112	0	0	18	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ASV_1113	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1114	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
ASV_1115	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0
ASV_1116	0	0	0	0	0	0	0	0	0	0	0	16	0	0	9	0	0	0
ASV_1117	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0
ASV_1118	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0
ASV_1119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0
ASV_1120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0
ASV_1121	0	0	0	17	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1122	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1123	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0
ASV_1124	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0
ASV_1125	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0
ASV_1126	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
ASV_1127	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0
ASV_1128	0	0	0	0	0	0	0	0	0	0	0	10	0	0	14	0	0	0
ASV_1129	0	0	0	0	0	0	0	0	0	0	0	7	0	0	17	0	0	0
ASV_1130	0	0	0	0	0	0	0	0	0	0	0	6	0	0	18	0	0	0
ASV_1131	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0
ASV_1132	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0
ASV_1133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0
ASV_1134	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1135	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1136	13	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1137	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1138	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0
ASV_1139	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
ASV_1140	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
ASV_1141	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0
ASV_1142	0	0	0	0	0	0	0	0	0	0	0	13	0	0	10	0	0	0
ASV_1143	0	0	0	0	0	0	0	0	0	0	0	11	0	0	12	0	0	0
ASV_1144	0	0	0	0	0	0	0	0	0	0	0	9	0	0	14	0	0	0
ASV_1145	0	0	0	0	0	0	0	0	0	0	0	9	0	0	14	0	0	0
ASV_1146	0	0	0	0	0	0	0	0	0	0	0	9	0	0	14	0	0	0
ASV_1147	0	0	0	0	0	0	0	0	0	0	0	8	0	0	15	0	0	0
ASV_1148	0	0	0	0	0	0	0	0	0	0	0	8	0	0	15	0	0	0
ASV_1149	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0
ASV_1150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0
ASV_1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0
ASV_1152	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1153	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1154	0	0	0	0	7	0	0	0	0	0	0	0	15	0	0	0	0	0
ASV_1155	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
ASV_1156	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0
ASV_1157	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
ASV_1158	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
ASV_1159	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
ASV_1160	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
ASV_1161	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
ASV_1162	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
ASV_1163	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
ASV_1164	0	0	0	0	0	0	0	0	0	0	0	12	0	0	10	0	0	0
ASV_1165	0	0	0	0	0	0	0	0	0	0	0	12	0	0	10	0	0	0
ASV_1166	0	0	0	0	0	0	0	0	0	0	0	10	0	0	12	0	0	0
ASV_1167	0	0	0	0	0	0	0	0	0	0	0	10	0	0	12	0	0	0
ASV_1168	0	0	0	0	0	0	0	0	0	0	0	5	0	0	17	0	0	0
ASV_1169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
ASV_1170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0
ASV_1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22
ASV_1172	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1173	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1174	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1175	0	0	0	0	4	0	0	0	0	0	7	0	0	0	10	0	0	0
ASV_1176	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
ASV_1177	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0
ASV_1178	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
ASV_1179	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0
ASV_1180	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
ASV_1181	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
ASV_1182	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
ASV_1183	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
ASV_1184	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
ASV_1185	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0
ASV_1186	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
ASV_1187	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
ASV_1188	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0
ASV_1189	0	0	0	0	0	0	0	0	0	0	0	13	0	0	8	0	0	0
ASV_1190	0	0	0	0	0	0	0	0	0	0	0	3	0	0	18	0	0	0
ASV_1191	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
ASV_1192	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
ASV_1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0
ASV_1194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0
ASV_1195	11	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV_1196	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1197	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
ASV_1198	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0
ASV_1199	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
ASV_1200	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
ASV_1201	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
ASV_1202	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
ASV_1203	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
ASV_1204	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
ASV_1205	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
ASV_1206	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
ASV_1207	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
ASV_1208	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0
ASV_1209	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0
ASV_1210	0	0	0	0	0	0	0	0	0	0	0	10	0	0	10	0	0	0
ASV_1211	0	0	0	0	0	0	0	0	0	0	0	8	0	0	12	0	0	0
ASV_1212	0	0	0	0	0	0	0	0	0	0	0	7	0	0	13	0	0	0
ASV_1213	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0
ASV_1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
ASV_1215	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1216	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1217	0	0	0	2	0	0	0	0	0	0	0	0	17	0	0	0	0	0
ASV_1218	0	0	0	0	4	15	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1219	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0
ASV_1220	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
ASV_1221	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
ASV_1222	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
ASV_1223	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
ASV_1224	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0
ASV_1225	0	0	0	0	0	0	0	0	0	0	0	15	0	0	4	0	0	0
ASV_1226	0	0	0	0	0	0	0	0	0	0	0	9	0	0	10	0	0	0
ASV_1227	0	0	0	0	0	0	0	0	0	0	0	5	0	0	14	0	0	0
ASV_1228	0	0	0	0	0	0	0	0	0	0	0	5	0	0	14	0	0	0
ASV_1229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
ASV_1230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
ASV_1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
ASV_1232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
ASV_1233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
ASV_1234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
ASV_1235	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1236	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1237	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1238	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1239	9	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1240	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1241	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1242	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1243	0	0	0	0	4	13	0	0	0	0	0	0	0	0	0	0	1	0
ASV_1244	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
ASV_1245	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0
ASV_1246	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
ASV_1247	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
ASV_1248	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
ASV_1249	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0
ASV_1250	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9	0	0	0
ASV_1251	0	0	0	0	0	0	0	0	0	0	0	7	0	0	11	0	0	0
ASV_1252	0	0	0	0	0	0	0	0	0	0	0	4	0	0	14	0	0	0
ASV_1253	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
ASV_1254	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0
ASV_1255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
ASV_1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
ASV_1257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
ASV_1258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
ASV_1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0
ASV_1260	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1261	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1262	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1263	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1264	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0
ASV_1265	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
ASV_1266	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0
